account_id,english_name,dealer_code,date,monthly_value
3707G,Finance Income (Non CPO),80475,2023-01-01,6982.0
3707G,Finance Income (Non CPO),80475,2023-02-01,0.0
3707G,Finance Income (Non CPO),80475,2023-03-01,3104.0
3707G,Finance Income (Non CPO),80475,2023-04-01,4625.0
3707G,Finance Income (Non CPO),80475,2023-05-01,1170.0
3707G,Finance Income (Non CPO),80475,2023-06-01,0.0
3707G,Finance Income (Non CPO),80475,2023-07-01,0.0
3707G,Finance Income (Non CPO),80475,2023-08-01,0.0
3707G,Finance Income (Non CPO),80475,2023-09-01,0.0
3707G,Finance Income (Non CPO),80475,2023-10-01,0.0
3707G,Finance Income (Non CPO),80475,2023-11-01,0.0
3707G,Finance Income (Non CPO),80475,2023-12-01,0.0
3707G,Finance Income (Non CPO),80475,2024-01-01,7948.0
3707G,Finance Income (Non CPO),80475,2024-02-01,5930.0
3707G,Finance Income (Non CPO),80475,2024-03-01,3449.0
3707G,Finance Income (Non CPO),80475,2024-04-01,5858.0
3707G,Finance Income (Non CPO),80475,2024-05-01,3607.0
3707G,Finance Income (Non CPO),80475,2024-06-01,8431.0
3707G,Finance Income (Non CPO),80475,2024-07-01,3425.0
3707G,Finance Income (Non CPO),80475,2024-08-01,5568.0
3707G,Finance Income (Non CPO),80475,2024-09-01,11181.0
3707G,Finance Income (Non CPO),80475,2024-10-01,12817.0
3707G,Finance Income (Non CPO),80475,2024-11-01,3178.0
3707G,Finance Income (Non CPO),80475,2024-12-01,4290.0
3707S,Finance Income (Non CPO),80475,2022-01-01,0.0
3707S,Finance Income (Non CPO),80475,2022-02-01,0.0
3707S,Finance Income (Non CPO),80475,2022-03-01,0.0
3707S,Finance Income (Non CPO),80475,2022-04-01,1918.0
3707S,Finance Income (Non CPO),80475,2022-05-01,10070.0
3707S,Finance Income (Non CPO),80475,2022-06-01,6277.0
3707S,Finance Income (Non CPO),80475,2022-07-01,11417.0
3707S,Finance Income (Non CPO),80475,2022-08-01,6690.0
3707S,Finance Income (Non CPO),80475,2022-09-01,2305.0
3707S,Finance Income (Non CPO),80475,2022-10-01,4389.0
3707S,Finance Income (Non CPO),80475,2022-11-01,4190.0
3707S,Finance Income (Non CPO),80475,2022-12-01,371.0
3707S,Finance Income (Non CPO),80475,2023-01-01,6982.0
3707S,Finance Income (Non CPO),80475,2023-02-01,0.0
3707S,Finance Income (Non CPO),80475,2023-03-01,3104.0
3707S,Finance Income (Non CPO),80475,2023-04-01,4625.0
3707S,Finance Income (Non CPO),80475,2023-05-01,1170.0
3707S,Finance Income (Non CPO),80475,2023-06-01,0.0
3707S,Finance Income (Non CPO),80475,2023-07-01,0.0
3707S,Finance Income (Non CPO),80475,2023-08-01,0.0
3707S,Finance Income (Non CPO),80475,2023-09-01,0.0
3707S,Finance Income (Non CPO),80475,2023-10-01,0.0
3707S,Finance Income (Non CPO),80475,2023-11-01,0.0
3707S,Finance Income (Non CPO),80475,2023-12-01,0.0
3707S,Finance Income (Non CPO),80475,2024-01-01,7948.0
3707S,Finance Income (Non CPO),80475,2024-02-01,5930.0
3707S,Finance Income (Non CPO),80475,2024-03-01,3449.0
3707S,Finance Income (Non CPO),80475,2024-04-01,5858.0
3707S,Finance Income (Non CPO),80475,2024-05-01,3607.0
3707S,Finance Income (Non CPO),80475,2024-06-01,10134.0
3707S,Finance Income (Non CPO),80475,2024-07-01,3425.0
3707S,Finance Income (Non CPO),80475,2024-08-01,5728.0
3707S,Finance Income (Non CPO),80475,2024-09-01,11181.0
3707S,Finance Income (Non CPO),80475,2024-10-01,14745.0
3707S,Finance Income (Non CPO),80475,2024-11-01,3650.0
3707S,Finance Income (Non CPO),80475,2024-12-01,5262.0
3707U,Finance Income (Non CPO),80475,2022-01-01,0.0
3707U,Finance Income (Non CPO),80475,2022-02-01,0.0
3707U,Finance Income (Non CPO),80475,2022-03-01,0.0
3707U,Finance Income (Non CPO),80475,2022-04-01,1.0
3707U,Finance Income (Non CPO),80475,2022-05-01,6.0
3707U,Finance Income (Non CPO),80475,2022-06-01,7.0
3707U,Finance Income (Non CPO),80475,2022-07-01,8.0
3707U,Finance Income (Non CPO),80475,2022-08-01,6.0
3707U,Finance Income (Non CPO),80475,2022-09-01,2.0
3707U,Finance Income (Non CPO),80475,2022-10-01,4.0
3707U,Finance Income (Non CPO),80475,2022-11-01,3.0
3707U,Finance Income (Non CPO),80475,2022-12-01,1.0
3707U,Finance Income (Non CPO),80475,2023-01-01,5.0
3707U,Finance Income (Non CPO),80475,2023-02-01,0.0
3707U,Finance Income (Non CPO),80475,2023-03-01,4.0
3707U,Finance Income (Non CPO),80475,2023-04-01,6.0
3707U,Finance Income (Non CPO),80475,2023-05-01,3.0
3707U,Finance Income (Non CPO),80475,2023-06-01,0.0
3707U,Finance Income (Non CPO),80475,2023-07-01,0.0
3707U,Finance Income (Non CPO),80475,2023-08-01,0.0
3707U,Finance Income (Non CPO),80475,2023-09-01,0.0
3707U,Finance Income (Non CPO),80475,2023-10-01,0.0
3707U,Finance Income (Non CPO),80475,2023-11-01,0.0
3707U,Finance Income (Non CPO),80475,2023-12-01,0.0
3707U,Finance Income (Non CPO),80475,2024-01-01,13.0
3707U,Finance Income (Non CPO),80475,2024-02-01,9.0
3707U,Finance Income (Non CPO),80475,2024-03-01,9.0
3707U,Finance Income (Non CPO),80475,2024-04-01,11.0
3707U,Finance Income (Non CPO),80475,2024-05-01,7.0
3707U,Finance Income (Non CPO),80475,2024-06-01,9.0
3707U,Finance Income (Non CPO),80475,2024-07-01,4.0
3707U,Finance Income (Non CPO),80475,2024-08-01,10.0
3707U,Finance Income (Non CPO),80475,2024-09-01,11.0
3707U,Finance Income (Non CPO),80475,2024-10-01,14.0
3707U,Finance Income (Non CPO),80475,2024-11-01,4.0
3707U,Finance Income (Non CPO),80475,2024-12-01,5.0
3708G,Chemical / Other Income (Other Makes),80475,2022-01-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-02-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-03-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-04-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-05-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-06-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-07-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-08-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-09-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-10-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-11-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2022-12-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-01-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-02-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-03-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-04-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-05-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-06-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-07-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-08-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-09-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-10-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-11-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2023-12-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-01-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-02-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-03-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-04-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-05-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-06-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-07-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-08-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-09-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-10-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-11-01,0.0
3708G,Chemical / Other Income (Other Makes),80475,2024-12-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-01-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-02-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-03-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-04-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-05-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-06-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-07-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-08-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-09-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-10-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-11-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2022-12-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-01-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-02-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-03-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-04-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-05-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-06-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-07-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-08-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-09-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-10-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-11-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2023-12-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-01-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-02-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-03-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-04-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-05-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-06-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-07-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-08-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-09-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-10-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-11-01,0.0
3708S,Chemical / Other Income (Other Makes),80475,2024-12-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-01-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-02-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-03-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-04-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-05-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-06-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-07-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-08-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-09-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-10-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-11-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2022-12-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-01-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-02-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-03-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-04-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-05-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-06-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-07-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-08-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-09-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-10-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-11-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2023-12-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-01-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-02-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-03-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-04-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-05-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-06-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-07-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-08-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-09-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-10-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-11-01,0.0
3708U,Chemical / Other Income (Other Makes),80475,2024-12-01,0.0
3710G,Finance Income (Other Makes),80475,2022-01-01,0.0
3710G,Finance Income (Other Makes),80475,2022-02-01,0.0
3710G,Finance Income (Other Makes),80475,2022-03-01,0.0
3710G,Finance Income (Other Makes),80475,2022-04-01,0.0
3710G,Finance Income (Other Makes),80475,2022-05-01,1768.0
3710G,Finance Income (Other Makes),80475,2022-06-01,0.0
3710G,Finance Income (Other Makes),80475,2022-07-01,0.0
3710G,Finance Income (Other Makes),80475,2022-08-01,0.0
3710G,Finance Income (Other Makes),80475,2022-09-01,0.0
3710G,Finance Income (Other Makes),80475,2022-10-01,0.0
3710G,Finance Income (Other Makes),80475,2022-11-01,0.0
3710G,Finance Income (Other Makes),80475,2022-12-01,0.0
3710G,Finance Income (Other Makes),80475,2023-01-01,0.0
3710G,Finance Income (Other Makes),80475,2023-02-01,0.0
3710G,Finance Income (Other Makes),80475,2023-03-01,0.0
3710G,Finance Income (Other Makes),80475,2023-04-01,0.0
3710G,Finance Income (Other Makes),80475,2023-05-01,0.0
3710G,Finance Income (Other Makes),80475,2023-06-01,0.0
3710G,Finance Income (Other Makes),80475,2023-07-01,0.0
3710G,Finance Income (Other Makes),80475,2023-08-01,0.0
3710G,Finance Income (Other Makes),80475,2023-09-01,0.0
3710G,Finance Income (Other Makes),80475,2023-10-01,0.0
3710G,Finance Income (Other Makes),80475,2023-11-01,0.0
3710G,Finance Income (Other Makes),80475,2023-12-01,0.0
3710G,Finance Income (Other Makes),80475,2024-01-01,0.0
3710G,Finance Income (Other Makes),80475,2024-02-01,0.0
3710G,Finance Income (Other Makes),80475,2024-03-01,0.0
3710G,Finance Income (Other Makes),80475,2024-04-01,0.0
3710G,Finance Income (Other Makes),80475,2024-05-01,0.0
3710G,Finance Income (Other Makes),80475,2024-06-01,0.0
3710G,Finance Income (Other Makes),80475,2024-07-01,0.0
3710G,Finance Income (Other Makes),80475,2024-08-01,0.0
3710G,Finance Income (Other Makes),80475,2024-09-01,0.0
3710G,Finance Income (Other Makes),80475,2024-10-01,0.0
3710G,Finance Income (Other Makes),80475,2024-11-01,0.0
3710G,Finance Income (Other Makes),80475,2024-12-01,0.0
3710S,Finance Income (Other Makes),80475,2022-01-01,0.0
3710S,Finance Income (Other Makes),80475,2022-02-01,0.0
3710S,Finance Income (Other Makes),80475,2022-03-01,0.0
3710S,Finance Income (Other Makes),80475,2022-04-01,0.0
3710S,Finance Income (Other Makes),80475,2022-05-01,1768.0
3710S,Finance Income (Other Makes),80475,2022-06-01,0.0
3710S,Finance Income (Other Makes),80475,2022-07-01,0.0
3710S,Finance Income (Other Makes),80475,2022-08-01,0.0
3710S,Finance Income (Other Makes),80475,2022-09-01,0.0
3710S,Finance Income (Other Makes),80475,2022-10-01,0.0
3710S,Finance Income (Other Makes),80475,2022-11-01,0.0
3710S,Finance Income (Other Makes),80475,2022-12-01,0.0
3710S,Finance Income (Other Makes),80475,2023-01-01,0.0
3710S,Finance Income (Other Makes),80475,2023-02-01,0.0
3710S,Finance Income (Other Makes),80475,2023-03-01,0.0
3710S,Finance Income (Other Makes),80475,2023-04-01,0.0
3710S,Finance Income (Other Makes),80475,2023-05-01,0.0
3710S,Finance Income (Other Makes),80475,2023-06-01,0.0
3710S,Finance Income (Other Makes),80475,2023-07-01,0.0
3710S,Finance Income (Other Makes),80475,2023-08-01,0.0
3710S,Finance Income (Other Makes),80475,2023-09-01,0.0
3710S,Finance Income (Other Makes),80475,2023-10-01,0.0
3710S,Finance Income (Other Makes),80475,2023-11-01,0.0
3710S,Finance Income (Other Makes),80475,2023-12-01,0.0
3710S,Finance Income (Other Makes),80475,2024-01-01,0.0
3710S,Finance Income (Other Makes),80475,2024-02-01,0.0
3710S,Finance Income (Other Makes),80475,2024-03-01,0.0
3710S,Finance Income (Other Makes),80475,2024-04-01,0.0
3710S,Finance Income (Other Makes),80475,2024-05-01,0.0
3710S,Finance Income (Other Makes),80475,2024-06-01,0.0
3710S,Finance Income (Other Makes),80475,2024-07-01,0.0
3710S,Finance Income (Other Makes),80475,2024-08-01,0.0
3710S,Finance Income (Other Makes),80475,2024-09-01,0.0
3710S,Finance Income (Other Makes),80475,2024-10-01,0.0
3710S,Finance Income (Other Makes),80475,2024-11-01,0.0
3710S,Finance Income (Other Makes),80475,2024-12-01,0.0
3710U,Finance Income (Other Makes),80475,2022-01-01,0.0
3710U,Finance Income (Other Makes),80475,2022-02-01,0.0
3710U,Finance Income (Other Makes),80475,2022-03-01,0.0
3710U,Finance Income (Other Makes),80475,2022-04-01,0.0
3710U,Finance Income (Other Makes),80475,2022-05-01,1.0
3710U,Finance Income (Other Makes),80475,2022-06-01,0.0
3710U,Finance Income (Other Makes),80475,2022-07-01,0.0
3710U,Finance Income (Other Makes),80475,2022-08-01,0.0
3710U,Finance Income (Other Makes),80475,2022-09-01,0.0
3710U,Finance Income (Other Makes),80475,2022-10-01,0.0
3710U,Finance Income (Other Makes),80475,2022-11-01,0.0
3710U,Finance Income (Other Makes),80475,2022-12-01,0.0
3710U,Finance Income (Other Makes),80475,2023-01-01,0.0
3710U,Finance Income (Other Makes),80475,2023-02-01,0.0
3710U,Finance Income (Other Makes),80475,2023-03-01,0.0
3710U,Finance Income (Other Makes),80475,2023-04-01,0.0
3710U,Finance Income (Other Makes),80475,2023-05-01,0.0
3710U,Finance Income (Other Makes),80475,2023-06-01,0.0
3710U,Finance Income (Other Makes),80475,2023-07-01,0.0
3710U,Finance Income (Other Makes),80475,2023-08-01,0.0
3710U,Finance Income (Other Makes),80475,2023-09-01,0.0
3710U,Finance Income (Other Makes),80475,2023-10-01,0.0
3710U,Finance Income (Other Makes),80475,2023-11-01,0.0
3710U,Finance Income (Other Makes),80475,2023-12-01,0.0
3710U,Finance Income (Other Makes),80475,2024-01-01,0.0
3710U,Finance Income (Other Makes),80475,2024-02-01,0.0
3710U,Finance Income (Other Makes),80475,2024-03-01,0.0
3710U,Finance Income (Other Makes),80475,2024-04-01,0.0
3710U,Finance Income (Other Makes),80475,2024-05-01,0.0
3710U,Finance Income (Other Makes),80475,2024-06-01,0.0
3710U,Finance Income (Other Makes),80475,2024-07-01,0.0
3710U,Finance Income (Other Makes),80475,2024-08-01,0.0
3710U,Finance Income (Other Makes),80475,2024-09-01,0.0
3710U,Finance Income (Other Makes),80475,2024-10-01,0.0
3710U,Finance Income (Other Makes),80475,2024-11-01,0.0
3710U,Finance Income (Other Makes),80475,2024-12-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-01-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-02-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-03-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-04-01,3349.0
3711G,Service Contracts (Other Makes),80475,2022-05-01,9357.0
3711G,Service Contracts (Other Makes),80475,2022-06-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-07-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-08-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-09-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-10-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-11-01,0.0
3711G,Service Contracts (Other Makes),80475,2022-12-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-01-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-02-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-03-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-04-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-05-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-06-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-07-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-08-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-09-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-10-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-11-01,0.0
3711G,Service Contracts (Other Makes),80475,2023-12-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-01-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-02-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-03-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-04-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-05-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-06-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-07-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-08-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-09-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-10-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-11-01,0.0
3711G,Service Contracts (Other Makes),80475,2024-12-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-01-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-02-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-03-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-04-01,4619.0
3711S,Service Contracts (Other Makes),80475,2022-05-01,12439.0
3711S,Service Contracts (Other Makes),80475,2022-06-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-07-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-08-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-09-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-10-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-11-01,0.0
3711S,Service Contracts (Other Makes),80475,2022-12-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-01-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-02-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-03-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-04-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-05-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-06-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-07-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-08-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-09-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-10-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-11-01,0.0
3711S,Service Contracts (Other Makes),80475,2023-12-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-01-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-02-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-03-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-04-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-05-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-06-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-07-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-08-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-09-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-10-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-11-01,0.0
3711S,Service Contracts (Other Makes),80475,2024-12-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-01-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-02-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-03-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-04-01,3.0
3711U,Service Contracts (Other Makes),80475,2022-05-01,7.0
3711U,Service Contracts (Other Makes),80475,2022-06-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-07-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-08-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-09-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-10-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-11-01,0.0
3711U,Service Contracts (Other Makes),80475,2022-12-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-01-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-02-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-03-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-04-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-05-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-06-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-07-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-08-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-09-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-10-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-11-01,0.0
3711U,Service Contracts (Other Makes),80475,2023-12-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-01-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-02-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-03-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-04-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-05-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-06-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-07-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-08-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-09-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-10-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-11-01,0.0
3711U,Service Contracts (Other Makes),80475,2024-12-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-01-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-02-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-03-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-04-01,1748.0
3713G,Insurance Income (Other Makes),80475,2022-05-01,2577.0
3713G,Insurance Income (Other Makes),80475,2022-06-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-07-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-08-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-09-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-10-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-11-01,0.0
3713G,Insurance Income (Other Makes),80475,2022-12-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-01-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-02-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-03-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-04-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-05-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-06-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-07-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-08-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-09-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-10-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-11-01,0.0
3713G,Insurance Income (Other Makes),80475,2023-12-01,0.0
3713G,Insurance Income (Other Makes),80475,2024-01-01,0.0
